"ID","ITEM","CREATED"
24,151,2019-07-19
24,200,2019-11-15
24,186,2018-04-14
24,73,2019-08-13
24,118,2019-08-03
29,58,2020-04-01
29,152,2020-02-17
29,91,2018-10-22
29,190,2020-04-09
29,58,2019-01-30
29,154,2018-10-16
30,154,2019-06-13
30,37,2019-05-27
32,75,2019-07-21
32,75,2019-02-25
32,93,2017-07-05
32,176,2020-03-25
32,87,2018-08-25
32,84,2018-03-29
33,103,2018-06-08
33,108,2018-12-23
34,17,2019-07-18
34,86,2019-04-26
34,74,2019-10-16
34,54,2019-12-16
34,22,2019-11-22
34,170,2019-04-02
34,166,2019-04-06
34,89,2018-01-28
34,45,2016-06-12
35,79,2017-11-05
35,108,2019-09-30
35,143,2019-08-24
35,186,2019-05-08
35,75,2018-06-30
36,72,2018-03-30
36,60,2018-01-25
36,171,2017-08-17
36,151,2019-05-03
36,141,2018-12-23
36,25,2018-06-22
36,106,2019-03-07
36,138,2018-08-29
36,189,2019-01-05
37,46,2017-05-13
37,178,2019-11-09
37,111,2017-10-22
37,150,2017-07-31
37,86,2020-02-10
37,186,2017-03-17
37,86,2017-10-12
37,99,2017-04-08
37,134,2019-03-20
37,199,2017-05-15
37,97,2018-08-26
37,129,2020-02-18
37,99,2019-03-19
37,128,2018-03-06
37,116,2017-08-16
38,84,2018-11-11
38,47,2019-12-15
38,66,2018-06-16
38,182,2017-04-17
38,152,2017-12-26
39,4,2020-01-29
39,167,2019-03-22
39,74,2018-11-12
39,182,2018-08-02
39,34,2018-11-13
39,3,2020-01-03
39,79,2019-06-15
39,52,2017-11-19
40,9,2017-12-22
40,138,2019-11-25
40,62,2018-01-24
40,175,2017-10-05
40,49,2017-05-03
40,117,2019-10-16
40,152,2018-08-30
40,130,2019-10-21
40,75,2017-12-13
40,88,2019-08-04
40,18,2018-11-09
40,107,2019-10-03
40,37,2018-05-17
40,121,2018-07-25
40,21,2016-11-01
40,197,2018-01-23
40,129,2019-08-16
40,47,2017-08-11
40,77,2017-08-01
40,80,2018-02-06
40,191,2017-09-08
40,73,2018-11-10
40,55,2017-09-09
40,115,2019-08-26
40,62,2019-03-06
41,138,2019-02-06
42,164,2017-01-03
42,146,2017-08-18
42,22,2019-07-17
42,17,2018-10-28
42,90,2019-06-04
42,159,2019-04-11
42,119,2019-02-26
42,30,2019-12-15
42,129,2018-06-15
42,132,2018-10-09
42,149,2019-05-31
42,17,2018-01-30
42,38,2018-04-24
42,79,2019-03-22
42,121,2017-09-14
44,60,2017-08-10
44,8,2018-10-17
44,18,2017-03-14
44,6,2017-01-08
44,39,2018-10-03
44,200,2017-11-09
44,118,2018-05-13
44,115,2018-01-06
44,174,2019-07-03
45,120,2019-04-07
45,68,2019-04-03
45,87,2019-10-27
45,194,2019-06-17
45,158,2017-03-08
45,127,2018-02-02
45,11,2018-01-29
45,188,2020-03-01
45,86,2018-04-29
45,149,2018-03-15
46,174,2019-01-31
47,82,2019-09-27
47,185,2019-03-05
47,4,2019-03-04
47,14,2019-05-04
47,87,2019-01-23
47,27,2019-04-17
47,5,2018-01-30
47,84,2017-12-18
48,99,2019-11-04
48,115,2020-03-16
48,9,2019-01-16
48,81,2018-05-28
48,73,2017-06-22
48,48,2019-09-20
48,66,2019-08-27
48,183,2018-04-16
48,180,2017-08-16
48,33,2016-06-10
48,18,2017-10-16
48,43,2020-03-27
48,155,2017-12-29
48,91,2018-03-15
48,48,2017-12-20
48,45,2019-04-17
48,30,2016-11-20
48,2,2018-02-21
48,125,2017-04-25
48,108,2019-06-15
48,105,2016-10-14
48,59,2018-06-19
49,25,2019-03-02
49,93,2019-01-22
49,142,2018-05-13
49,164,2017-12-28
49,126,2017-04-12
49,46,2019-08-21
49,179,2019-06-28
49,112,2020-02-26
49,46,2018-01-26
49,83,2018-03-09
49,199,2017-09-30
49,136,2017-11-18
49,84,2019-10-04
49,5,2018-04-21
49,97,2019-11-26
49,161,2017-02-01
49,37,2018-10-23
49,6,2018-04-20
49,3,2019-04-13
50,135,2018-02-23
50,10,2019-08-26
50,2,2018-12-15
50,80,2016-07-31
50,137,2019-07-17
50,7,2017-09-18
50,161,2017-05-12
50,30,2018-02-11
50,102,2019-03-21
51,65,2019-03-31
51,200,2019-04-11
52,2,2019-08-13
52,196,2018-07-11
52,199,2017-08-21
52,144,2018-12-12
53,176,2017-08-02
53,191,2018-06-19
53,6,2017-11-20
53,37,2019-04-20
54,86,2020-01-23
54,90,2019-04-02
54,106,2018-12-22
54,41,2020-02-02
54,168,2020-01-30
54,99,2019-09-11
54,37,2020-01-21
54,89,2018-03-26
54,88,2019-11-27
54,50,2019-03-27
54,144,2019-12-24
54,93,2019-03-28
54,143,2019-03-30
54,95,2018-04-24
56,65,2018-08-24
56,142,2019-08-26
56,10,2020-02-04
56,79,2017-02-08
56,124,2017-07-14
56,11,2020-01-06
56,94,2018-01-23
56,33,2017-10-14
56,181,2018-05-23
56,128,2018-09-11
57,38,2019-03-03
57,15,2019-10-25
57,39,2020-02-06
57,17,2018-10-20
57,199,2019-09-19
57,32,2019-09-08
57,47,2018-01-11
57,197,2018-05-13
57,24,2020-04-08
57,34,2017-08-17
57,53,2019-01-06
57,159,2019-05-15
57,163,2017-03-29
57,66,2018-09-17
57,116,2019-01-15
57,135,2020-03-29
57,9,2018-08-27
57,94,2019-10-23
57,108,2020-03-23
57,122,2017-07-02
57,44,2019-01-19
57,17,2020-03-18
58,25,2016-09-30
58,141,2018-03-01
58,29,2020-02-21
58,167,2016-10-28
58,26,2020-04-13
58,134,2020-02-14
58,146,2017-08-11
58,55,2016-06-23
58,154,2019-05-16
58,109,2017-01-23
58,97,2019-11-01
58,195,2017-12-09
58,139,2018-06-19
59,111,2019-08-18
59,179,2018-10-16
59,199,2020-03-05
59,108,2018-08-30
60,159,2017-12-11
60,94,2017-10-29
60,54,2019-09-07
60,109,2017-03-14
60,120,2017-01-03
60,140,2019-05-16
60,67,2018-11-14
60,139,2018-06-03
60,190,2018-01-05
60,97,2018-03-25
60,157,2019-12-26
60,76,2018-02-01
60,166,2020-01-17
60,110,2018-11-07
61,174,2019-09-01
61,118,2016-09-30
61,66,2019-02-13
61,11,2018-01-19
61,1,2016-12-25
63,187,2017-09-02
63,190,2020-03-18
63,173,2019-06-17
63,69,2020-04-09
63,145,2019-01-13
63,72,2020-03-04
63,49,2017-09-20
63,171,2018-11-30
63,178,2018-05-22
63,157,2017-12-09
63,171,2019-03-15
63,109,2020-03-19
63,131,2017-12-12
63,44,2017-07-13
63,59,2019-12-16
63,183,2020-01-13
63,178,2019-05-04
63,158,2018-12-28
63,175,2018-12-24
64,80,2019-08-23
64,180,2018-08-13
65,63,2019-08-18
65,12,2017-11-13
65,76,2019-12-27
65,150,2019-03-24
65,113,2017-10-31
65,197,2019-10-11
65,86,2020-03-24
65,42,2017-11-02
65,190,2019-04-27
65,55,2017-07-25
65,129,2018-05-21
65,151,2016-12-14
65,72,2017-06-12
65,74,2018-01-02
65,74,2019-11-25
65,77,2017-11-10
65,62,2018-01-13
65,70,2019-11-21
65,48,2017-04-26
65,181,2020-04-13
65,18,2018-10-21
65,190,2017-11-20
65,20,2019-06-07
65,1,2017-02-04
65,192,2018-11-08
65,6,2019-07-29
65,194,2017-04-09
65,70,2019-07-17
65,86,2019-03-19
65,178,2017-11-20
65,115,2017-11-25
65,113,2019-11-04
65,57,2018-01-14
65,62,2020-03-28
65,81,2017-06-15
65,70,2019-06-29
65,35,2019-10-27
66,142,2017-08-07
66,36,2016-08-21
66,199,2018-11-12
66,32,2018-01-05
66,51,2018-12-29
66,24,2020-02-17
66,179,2018-05-02
66,190,2018-02-26
66,7,2019-02-06
66,36,2018-02-09
68,113,2016-12-28
68,114,2018-07-28
68,77,2019-07-01
68,111,2019-05-20
68,48,2017-12-15
68,15,2019-06-06
68,150,2019-01-06
68,171,2017-03-11
68,139,2017-08-12
68,50,2017-11-13
68,160,2017-03-09
68,19,2018-04-23
68,106,2017-10-19
68,23,2017-03-19
68,125,2020-02-11
68,169,2020-03-12
68,76,2019-04-03
68,21,2018-02-21
68,194,2018-09-20
68,104,2016-11-27
68,51,2016-09-24
68,115,2019-11-16
68,177,2016-11-12
68,48,2019-10-04
69,131,2017-12-10
69,30,2017-10-13
69,78,2017-11-07
69,162,2020-01-07
69,176,2016-10-31
69,86,2017-12-18
69,116,2018-09-07
69,52,2017-09-18
69,110,2019-03-13
69,93,2018-06-16
69,101,2018-12-17
70,8,2018-02-03
70,185,2016-12-05
70,84,2019-10-30
70,169,2018-02-09
70,189,2018-10-19
70,144,2019-06-26
70,85,2017-01-01
70,103,2018-11-04
70,127,2020-03-18
70,47,2019-01-03
70,61,2017-07-04
70,83,2017-02-20
70,139,2018-09-16
70,31,2020-02-10
70,142,2016-08-23
70,144,2016-11-21
70,59,2019-06-22
70,132,2018-01-12
70,158,2016-07-18
70,60,2017-07-16
70,192,2017-03-17
70,88,2018-01-19
72,200,2020-01-05
72,123,2018-10-22
72,163,2018-03-22
72,98,2018-08-07
72,20,2017-09-28
72,107,2020-03-22
72,125,2019-12-30
72,149,2020-02-26
73,56,2018-10-27
73,104,2019-01-14
73,136,2018-09-07
73,108,2019-10-06
73,70,2018-07-07
73,90,2018-01-01
73,32,2018-09-10
73,109,2019-12-14
73,165,2019-05-07
73,183,2017-11-12
73,195,2019-12-28
73,146,2019-10-12
73,119,2018-05-28
74,166,2018-11-05
74,10,2018-10-30
74,159,2019-08-23
74,11,2018-08-20
74,189,2019-05-02
74,29,2018-02-24
74,192,2018-08-15
74,85,2017-08-20
74,119,2018-08-07
74,193,2018-07-14
74,85,2017-07-10
74,117,2017-08-04
74,1,2019-08-04
74,195,2019-08-06
74,123,2019-10-13
74,86,2019-10-07
74,31,2019-09-12
74,19,2019-09-11
74,142,2019-03-26
74,185,2017-04-03
74,158,2020-03-31
74,115,2018-09-05
74,161,2019-07-22
74,196,2017-04-21
74,135,2020-02-16
74,93,2019-05-26
74,122,2020-03-23
74,176,2018-07-03
74,93,2019-01-13
74,30,2017-05-11
74,62,2020-04-02
75,54,2018-09-06
76,95,2019-06-30
76,173,2018-11-15
76,94,2018-07-17
76,24,2017-02-28
76,142,2019-07-27
76,197,2019-03-05
76,186,2019-06-14
77,172,2019-08-04
77,128,2020-01-02
77,183,2018-10-20
77,151,2019-08-16
80,128,2020-01-13
80,130,2018-04-07
80,155,2017-10-29
80,163,2020-02-15
80,143,2019-10-20
80,37,2019-12-24
80,84,2017-01-30
80,93,2019-10-22
80,175,2016-11-29
80,64,2018-04-23
80,76,2019-10-15
80,192,2018-12-08
80,121,2020-01-18
80,145,2019-10-03
80,67,2018-05-19
81,40,2018-10-07
81,183,2017-11-23
83,198,2017-12-28
83,65,2018-08-29
83,31,2019-11-11
84,17,2018-11-19
84,79,2017-07-16
84,84,2020-01-28
85,113,2019-09-30
85,30,2017-04-27
85,188,2019-12-28
85,30,2019-03-07
85,62,2019-05-21
85,64,2017-04-14
85,177,2020-02-12
85,57,2018-10-20
85,96,2020-02-01
85,90,2020-02-15
85,115,2019-11-16
85,8,2019-01-03
86,19,2019-09-03
86,39,2018-03-06
86,26,2019-08-21
86,70,2019-02-21
86,175,2016-08-03
86,82,2018-01-17
86,93,2017-10-31
86,101,2019-06-01
87,124,2019-05-19
87,50,2018-11-08
87,35,2019-08-24
87,76,2019-11-05
87,118,2017-03-21
87,170,2019-04-14
87,100,2018-05-10
87,122,2017-09-04
87,80,2018-05-17
87,119,2018-12-29
87,98,2018-06-02
87,103,2019-06-25
87,72,2019-01-01
87,96,2020-01-21
87,73,2020-04-07
87,11,2019-10-09
87,113,2019-05-21
87,99,2020-01-06
87,66,2019-12-27
87,167,2019-08-27
87,65,2018-05-05
87,183,2017-09-07
87,164,2017-05-26
87,166,2019-01-05
87,2,2019-07-17
87,17,2019-07-21
87,130,2019-10-07
87,102,2019-09-10
87,37,2020-02-04
87,74,2018-12-04
87,70,2018-01-24
87,171,2017-07-27
87,99,2018-09-03
88,171,2019-04-19
88,173,2017-12-11
88,49,2019-08-01
91,116,2019-06-03
91,35,2019-01-30
91,28,2020-04-15
91,167,2018-11-23
91,150,2019-11-30
91,72,2018-05-03
91,8,2018-05-13
91,200,2018-09-09
91,62,2018-09-11
91,68,2017-03-19
92,141,2019-08-13
92,18,2017-12-24
92,119,2020-03-26
92,136,2018-11-22
92,36,2016-07-27
92,200,2019-06-10
92,193,2019-09-14
92,133,2017-06-12
95,186,2019-05-15
95,185,2020-01-07
95,195,2019-11-14
95,176,2017-09-28
95,105,2017-02-17
95,36,2017-10-04
95,47,2018-11-26
95,59,2018-08-02
95,12,2020-03-22
95,26,2019-10-31
95,173,2019-11-07
95,163,2019-07-25
95,125,2016-07-11
95,51,2017-02-22
95,101,2019-06-27
95,175,2016-12-22
95,182,2019-12-15
95,192,2016-09-28
95,49,2019-12-02
95,18,2017-05-25
95,107,2018-04-25
97,46,2019-11-28
97,165,2017-09-28
97,200,2018-06-29
98,40,2017-12-26
98,168,2017-11-05
98,1,2018-07-03
99,81,2017-02-20
99,122,2019-02-01
99,105,2016-06-17
99,81,2017-08-23
99,97,2017-11-26
99,191,2017-11-02
99,157,2019-05-16
100,89,2020-04-08
100,137,2018-03-13
100,184,2017-04-04
100,11,2019-10-22
100,199,2018-10-29
101,83,2018-11-25
101,189,2017-02-25
101,28,2020-04-07
101,86,2020-01-26
101,169,2019-03-30
101,103,2018-09-19
101,10,2020-01-02
101,4,2017-12-05
101,106,2020-04-14
101,15,2018-01-17
101,20,2019-04-04
101,162,2020-04-01
101,20,2019-04-06
101,59,2019-01-18
105,38,2017-09-08
105,154,2017-02-13
105,33,2020-01-03
105,61,2019-11-12
107,30,2016-12-16
107,53,2020-03-10
107,196,2018-06-22
107,153,2019-06-25
108,200,2017-07-26
108,88,2018-04-17
108,181,2019-03-29
108,120,2018-03-04
108,114,2019-04-09
108,107,2020-03-04
108,151,2017-09-25
108,92,2018-04-29
108,33,2019-10-11
108,10,2019-05-18
108,92,2019-04-29
108,151,2018-03-18
108,110,2018-08-01
108,46,2018-01-24
111,39,2017-12-19
111,143,2017-08-20
111,17,2019-09-12
111,107,2018-06-16
111,128,2016-09-26
111,174,2020-03-28
111,4,2019-06-26
111,189,2019-09-18
111,10,2019-12-21
111,57,2017-08-27
111,101,2018-01-03
111,129,2017-10-01
111,159,2019-01-21
111,48,2017-02-28
111,199,2017-11-28
111,148,2017-10-15
111,73,2018-08-21
111,183,2017-04-05
111,80,2016-11-26
111,107,2017-01-16
112,146,2018-07-30
112,13,2020-03-13
112,166,2019-07-13
112,28,2018-09-20
112,92,2017-04-26
112,40,2018-11-29
112,185,2017-07-21
112,109,2017-11-18
113,125,2018-01-14
113,107,2018-08-23
113,90,2019-03-29
113,51,2020-03-05
113,134,2017-06-02
113,49,2017-06-16
113,81,2017-11-19
113,68,2020-01-21
113,44,2018-10-26
113,24,2019-11-25
113,65,2018-08-02
113,185,2018-08-15
113,119,2017-08-06
113,22,2017-12-24
113,95,2019-12-01
113,118,2019-12-16
113,36,2018-04-26
115,179,2018-01-19
115,48,2018-02-21
115,118,2016-12-12
115,127,2017-06-12
115,50,2018-11-05
115,42,2018-09-13
115,44,2018-06-24
115,24,2019-01-29
115,42,2019-07-12
115,41,2017-07-21
116,73,2019-09-21
116,4,2019-05-22
116,155,2018-07-17
117,100,2018-06-24
117,56,2018-10-12
117,66,2019-03-05
117,19,2017-12-24
117,126,2018-01-01
117,46,2017-08-19
117,58,2017-07-30
117,77,2018-02-05
117,137,2019-12-24
117,133,2019-04-16
117,135,2017-08-13
117,81,2018-02-26
117,146,2018-10-29
117,83,2017-09-21
117,102,2019-07-28
118,181,2017-11-05
118,25,2019-10-28
118,40,2018-03-04
118,164,2019-02-14
118,150,2018-05-10
118,170,2017-07-24
118,13,2016-09-21
119,108,2017-07-17
119,73,2017-05-17
119,139,2019-04-04
120,107,2019-02-01
122,60,2020-03-29
122,7,2018-08-30
122,6,2018-12-30
122,78,2018-10-01
124,35,2017-12-21
124,66,2018-06-13
124,12,2018-01-16
124,154,2019-01-30
124,41,2019-12-22
124,17,2019-06-30
124,176,2019-05-31
124,73,2017-08-31
124,158,2019-11-10
124,119,2019-07-20
124,93,2017-08-28
124,64,2020-03-10
124,56,2019-10-11
124,180,2018-08-12
124,97,2019-04-04
125,59,2018-12-10
125,88,2019-06-21
125,181,2018-12-23
125,47,2020-04-02
125,87,2018-10-07
128,121,2018-06-23
128,117,2018-03-30
128,17,2019-10-02
128,128,2019-01-26
128,107,2018-10-06
128,93,2019-01-15
128,54,2017-03-25
128,119,2020-01-29
128,10,2018-12-29
128,41,2018-06-15
128,53,2016-12-30
128,16,2019-11-30
129,32,2018-12-25
129,82,2019-11-05
129,43,2016-11-01
129,117,2018-07-07
129,15,2017-06-21
129,78,2018-04-17
129,96,2019-08-16
129,88,2020-04-05
129,42,2018-06-04
129,182,2019-04-23
129,36,2019-10-01
129,176,2017-04-05
129,34,2017-01-03
129,172,2019-02-21
129,11,2019-08-12
130,81,2017-07-20
130,193,2020-03-07
130,163,2017-04-07
130,171,2018-01-20
130,18,2019-04-08
130,68,2017-12-08
130,105,2017-02-09
130,51,2018-02-28
132,137,2020-01-14
132,124,2020-03-24
132,197,2020-01-11
134,197,2018-08-25
134,61,2018-06-20
134,7,2019-09-21
134,21,2019-10-07
134,78,2019-09-05
134,170,2019-05-30
135,91,2019-12-20
136,182,2020-01-20
136,140,2019-06-24
136,57,2020-01-05
136,152,2020-03-07
136,163,2017-07-07
136,42,2016-12-21
136,147,2020-03-29
136,187,2018-01-07
136,142,2018-07-06
136,82,2017-12-26
136,144,2019-10-08
138,74,2018-05-17
138,85,2019-06-19
138,120,2019-12-19
138,187,2018-08-01
138,182,2019-08-23
138,1,2019-05-06
138,95,2020-03-20
138,36,2016-08-18
138,22,2019-03-05
138,73,2019-03-28
138,169,2020-03-08
138,166,2017-03-11
138,127,2018-11-11
138,61,2019-07-18
138,80,2017-03-05
138,164,2018-09-20
138,19,2019-06-25
138,102,2019-01-11
138,32,2019-10-20
138,6,2018-07-23
138,56,2018-10-23
138,132,2019-08-04
138,103,2019-05-31
139,38,2017-02-06
139,149,2020-01-07
139,143,2019-03-30
139,112,2018-07-09
139,98,2019-01-26
140,104,2019-04-14
140,27,2017-11-29
140,136,2017-09-17
140,55,2016-11-05
140,74,2018-09-25
140,120,2017-03-26
140,13,2020-04-13
140,162,2019-11-29
141,172,2019-04-28
141,92,2019-09-07
141,155,2019-07-12
141,113,2018-04-22
141,86,2018-10-01
141,131,2017-09-13
141,86,2020-01-03
141,75,2018-11-29
141,109,2018-07-27
141,186,2019-02-23
141,89,2017-04-03
141,93,2020-01-16
141,68,2017-03-04
141,200,2020-01-21
141,26,2017-12-11
141,53,2017-11-17
141,1,2018-12-21
142,153,2019-01-05
142,119,2020-02-22
142,3,2020-01-15
142,131,2018-09-29
142,108,2020-02-22
142,193,2018-10-30
142,197,2020-03-07
142,73,2017-12-28
142,104,2019-01-02
142,85,2019-02-10
142,109,2019-03-17
142,82,2017-05-12
145,43,2017-07-31
145,28,2019-04-25
145,175,2018-12-10
145,163,2018-07-28
147,34,2018-08-10
147,68,2020-02-10
147,149,2019-03-23
147,88,2019-01-26
147,128,2018-07-10
147,53,2018-11-11
147,190,2019-04-19
148,61,2017-04-29
148,163,2020-02-20
148,26,2020-04-03
148,145,2019-01-22
148,24,2019-09-17
148,67,2020-03-23
148,160,2019-06-21
148,14,2018-02-26
148,99,2018-10-13
148,110,2017-08-23
148,190,2019-03-29
148,89,2019-10-27
148,181,2019-10-10
148,11,2019-04-15
149,14,2018-07-18
149,122,2019-02-24
149,99,2017-03-26
149,25,2018-04-05
149,172,2019-07-26
149,16,2017-04-28
149,75,2018-04-17
149,160,2018-12-30
149,1,2019-02-17
149,5,2018-04-02
149,29,2017-12-14
149,109,2018-02-23
149,5,2018-11-02
149,105,2019-11-22
149,99,2017-08-04
149,138,2018-03-03
149,92,2018-04-20
149,126,2018-08-08
149,66,2019-09-23
150,150,2019-04-21
150,58,2019-07-23
150,139,2020-02-13
150,119,2019-06-22
150,175,2017-09-14
150,124,2018-09-19
150,195,2020-01-15
150,122,2019-12-23
150,89,2017-07-14
150,65,2019-01-09
150,27,2019-12-07
150,17,2018-01-15
150,69,2019-05-10
150,11,2019-04-10
150,150,2018-12-13
150,77,2018-02-10
150,50,2018-12-13
150,34,2017-06-24
150,168,2017-01-25
150,20,2018-02-26
150,129,2020-04-18
150,11,2019-05-17
150,146,2018-01-14
150,184,2017-04-04
150,172,2019-03-12
151,2,2018-11-08
151,16,2020-01-14
151,78,2018-09-17
151,122,2017-11-19
151,47,2017-09-07
151,135,2018-09-06
151,48,2018-10-02
151,96,2019-03-07
151,30,2017-04-03
151,182,2019-02-02
151,51,2018-10-30
151,99,2018-08-10
151,112,2019-09-02
151,91,2019-09-30
151,90,2017-08-30
151,171,2018-08-18
151,23,2019-11-20
151,19,2019-07-02
151,10,2017-03-21
151,73,2018-05-24
151,75,2019-11-15
151,157,2019-03-26
151,166,2016-10-24
151,58,2018-08-31
151,116,2019-02-16
151,104,2019-05-01
151,71,2018-01-10
151,59,2018-10-13
152,92,2016-12-06
152,83,2019-09-22
152,120,2018-04-09
152,167,2017-06-01
153,151,2017-07-07
153,108,2018-01-31
153,82,2019-09-04
153,73,2016-11-02
153,108,2018-01-23
153,83,2020-03-28
153,133,2018-03-26
153,24,2020-01-24
153,78,2019-03-03
153,145,2019-11-07
153,115,2019-11-19
153,80,2018-09-11
153,40,2019-06-24
153,9,2018-09-08
153,193,2020-02-27
153,29,2018-03-02
153,176,2018-04-01
153,175,2018-03-15
153,83,2020-02-02
154,124,2019-09-14
154,94,2020-02-23
154,115,2019-06-12
154,161,2018-05-25
154,184,2017-06-19
154,165,2019-12-23
154,65,2017-07-15
154,115,2018-02-27
154,110,2018-02-07
154,189,2020-01-05
154,161,2016-09-16
154,31,2017-05-25
154,80,2018-02-01
154,10,2018-07-30
154,27,2018-10-23
154,17,2017-11-17
154,73,2017-02-08
154,181,2019-08-08
154,121,2017-08-12
154,97,2018-05-26
154,156,2019-08-18
154,31,2017-04-29
154,125,2016-06-27
154,84,2017-05-04
154,154,2019-03-02
154,13,2019-04-28
154,148,2017-11-26
154,135,2018-02-20
154,121,2017-12-08
154,47,2017-05-21
154,11,2017-12-22
155,132,2016-09-20
155,188,2016-12-19
155,122,2018-12-21
155,26,2020-02-19
155,14,2018-11-03
155,170,2016-06-01
155,140,2016-08-01
155,120,2019-07-14
155,26,2019-08-16
155,182,2018-10-22
155,126,2019-08-01
155,47,2018-10-22
155,192,2018-09-10
155,141,2019-11-15
155,68,2019-08-19
155,194,2018-12-06
155,49,2019-06-06
155,164,2018-11-09
155,70,2018-12-25
155,88,2018-11-18
155,158,2017-06-20
155,127,2018-09-18
155,94,2016-06-13
155,67,2016-10-05
155,190,2019-09-28
155,2,2019-05-31
155,78,2018-11-07
155,197,2017-05-26
155,106,2019-06-09
155,65,2018-02-20
155,17,2017-08-20
155,92,2017-12-12
155,9,2016-10-11
155,103,2019-12-07
155,144,2019-11-19
155,18,2019-05-08
156,81,2020-03-30
156,106,2018-09-22
156,177,2020-01-18
156,101,2018-05-29
156,57,2018-05-06
156,142,2017-11-23
158,134,2019-05-03
158,19,2020-01-05
158,36,2020-04-02
158,119,2016-12-10
158,124,2017-01-28
158,84,2018-09-16
158,154,2016-10-14
158,51,2017-06-01
158,172,2018-02-20
158,185,2019-07-12
158,196,2019-02-07
158,38,2019-11-16
158,165,2017-12-09
158,3,2017-01-27
158,72,2019-06-22
158,96,2017-11-05
159,124,2019-10-02
159,148,2019-08-26
159,187,2019-10-08
159,41,2019-10-21
159,32,2019-10-09
159,169,2019-10-03
159,104,2018-12-08
159,52,2018-11-12
159,49,2019-06-23
159,7,2017-12-09
159,46,2017-02-11
159,87,2019-11-28
159,183,2018-09-20
159,147,2017-08-23
159,190,2019-04-07
159,143,2018-03-17
161,9,2019-01-26
161,78,2018-11-01
161,60,2018-07-16
161,17,2019-11-14
161,1,2019-02-03
161,65,2017-09-27
161,116,2019-04-24
